ID;Title;Artist;Year;Duo;Explicit;"Date Added";Styles
14218;Shine;Aswad;1994;0;0;2011-05-31;Dance,Soul,Reggae
11868;"Over You";"Chris Daughtry";2006;0;0;2011-05-31;Pop,Rock
34148;"An Affair To Remember";"1950s Standards";1957;0;0;2011-05-31;Oldies,Love
31947;"Bring The Noise";Anthrax;1992;0;0;2013-12-03;Hard/Metal
14219;"Tease Me";"Chaka Demus & Pliers";1993;0;0;2015-11-04;Reggae,Ska
44977;"Loving You";"Matt Cardle";2013;1;0;2013-11-05;Pop,Duet,Rock
35897;Vlinders;"Nick & Simon";2010;0;0;2013-07-24;Christmas,Pop
29418;"Bravo pour le clown";"Edith Piaf";1953;0;0;2012-02-08;"French pop"
41431;"The Living Proof";"Mary J. Blige";2011;0;0;2012-09-21;"Soul,TV & movie soundtrack"
40724;"Leave Love Alone";"Carrie Underwood";2012;0;0;2012-07-07;Country,Pop
13231;"Ceux que l'on met au monde";"Lynda Lemay";1999;0;0;2011-09-19;"French pop"
46326;"Il fait chaud";"Pauline Ester";1989;0;0;2014-03-26;"French pop,Zouk/Creole"
43139;"Nashville Without You";"Tim McGraw";2013;0;0;2013-04-17;Country
36708;"Rappin' Rodney";"Rodney Dangerfield";1983;0;0;2011-05-30;Humour,Rap,Disco,Funk
25744;"One Less Lonely Girl";"Justin Bieber";2009;0;0;2011-05-30;"Teen pop,R&B"
23613;"Blue Eyes";Mika;2009;0;0;2013-02-11;Pop
28308;"The Incredible Hulk";"TV Theme";1977;0;0;2011-11-09;"TV & movie soundtrack"
36739;"Let Me Blow Ya Mind (clean version)";Eve;2001;0;0;2011-12-18;Rap,R&B
40699;"Nobody Wins";"Radney Foster";1993;0;0;2013-04-12;Country
11529;"Songs About Me";"Trace Adkins";2005;0;0;2012-07-16;Country
46619;"Losing Sleep";"John Newman";2013;0;0;2014-05-13;Pop,Soul
34055;"Look What You've Done For Me";"Al Green";1972;0;0;2012-06-28;Soul,Pop
41532;Wonderful;Angel;2012;0;0;2016-02-25;R&B
30723;"Never Could Toe The Mark";"Waylon Jennings";1984;0;0;2011-12-26;Country,Oldies
45574;"Wrapped In Red";"Kelly Clarkson";2013;0;0;2013-12-18;Christmas,Pop
21548;"Everybody's Gotta Learn Sometime";Krezip;2007;0;0;2011-05-30;"Soft rock,Folk"
40418;"Chain Of Fools";"Little Caesar";1990;0;0;2012-06-18;Hard/Metal
19900;"Oye Mi Canto (English version)";"Gloria Estefan";1989;0;0;2011-05-30;Pop,Latin
21575;"I'm A Loser";"The Beatles";1964;0;0;2011-05-30;"Rock 'n Roll,Pop"
27716;Dive;"Steven Curtis Chapman";2003;0;0;2011-12-18;Pop,Rock,Christian
11390;"True Love";"Elton John";1993;1;0;2011-05-31;"Soft rock,Duet"
14007;J'attendrai;"Belles, belles, belles";2003;0;0;2011-08-06;Pop,Musical
41831;Stardust;"Lena Meyer-Landrut";2012;0;0;2016-06-05;Pop
29957;"Quarter To Three";"Gary U.S. Bonds";1961;0;0;2011-11-09;"Rock 'n Roll"
23477;"Victime de ma victoire";"Mozart l'opéra rock";2009;0;0;2013-07-24;"Musical,French pop"
44892;"Fils de...";"Jacques Brel";1967;0;0;2016-06-07;"French pop,Oldies"
20664;"Muddy Water";"Trace Adkins";2008;0;0;2011-05-31;Country
11675;"Tellement beau";"Chimène Badi";2006;0;0;2011-05-31;"French pop"
32821;"Yes I Will";"The Hollies";1965;0;0;2014-09-03;Rock
24244;"Gets Me Through";"Ozzy Osbourne";2001;0;0;2011-05-30;80s,Rock,Hard/Metal
35716;"Never Find Someone Like You";"Keith Martin";1995;0;0;2011-12-26;R&B
41987;"Comme un oiseau";Shy'm;2012;0;0;2013-06-06;"French pop,R&B"
42544;"Nee, niet zeggen hoe ik leven moet";"Frans Duijts";2008;0;0;2013-02-27;Schlager
35660;"Long Live Rock And Roll";"Steel Dragon";2010;0;0;2011-05-31;"TV & movie soundtrack,Hard/Metal"
11624;"Un geste de vous";"Le Roi Soleil";2005;0;0;2013-11-08;"Musical,French pop"
38540;"Slave To The Music";"James Morrison";2011;0;0;2012-11-23;Soul,Pop
22332;"Good Mother";"Jann Arden";2001;0;0;2011-05-31;"Soft rock"
41049;"Love of My Life";"Carly Simon";1992;0;0;2014-04-22;"Love,Soft rock"
25828;"Franklin's Tower";"Grateful Dead";1975;0;0;2011-08-16;Rock,Reggae
30603;"Seasons Change";Exposé;1987;0;0;2012-01-30;Pop
35063;"Come On Let's Dance";"Nik P.";2010;0;0;2016-06-05;Schlager,Dance
36920;Eternise-moi;"Jena Lee";2010;1;0;2013-11-24;"French pop,Duet"
21970;"Working On A Dream";"Bruce Springsteen";2008;0;0;2012-07-12;Rock
30538;"It Ends Tonight";"The All-American Rejects";2006;0;0;2011-10-23;Rock,Pop
16541;Blind;Lifehouse;2005;0;0;2012-02-22;Rock
24651;"We're Young And Beautiful";"Carrie Underwood";2006;0;0;2011-10-20;Country,Rock
30895;"To Be A Lover";"Billy Idol";1986;0;0;2011-12-01;Rock
38910;"Call It What You Want";"Foster The People";2011;0;0;2013-12-03;Alternative,Pop,Rock
12271;"Worried About Ray";"The Hoosiers";2007;0;0;2011-10-28;Pop,Rock
25298;"Spin You Around";"Puddle of Mudd";2004;0;0;2013-12-03;Rock,Punk/Grunge
24626;"What You Give Away";"Vince Gill";2007;1;0;2013-12-03;Country,Duet
27964;"Angel Of Mine";Eternal;1997;0;0;2013-12-03;"R&B,Soft rock"
43940;"La blessure";"Emmanuel Moire";2013;0;0;2013-07-24;"French pop"
33978;Seventeen;Winger;1988;0;0;2011-05-31;Hard/Metal
26793;"Christmas In Killarney";"1950s Standards";1951;0;0;2011-05-31;Christmas,Traditionnal
32002;"Time, Love And Tenderness";"Michael Bolton";1991;0;0;2013-11-12;"Soft rock,Pop"
41951;"O Holy Night";"Collin Raye";1996;0;0;2012-12-04;Christmas
27041;"It's Just That Way";"Alan Jackson";2009;0;0;2011-12-01;Country
18011;"When You Got It, Flaunt It";"The Producers";2001;0;0;2016-05-03;Musical
40881;Fallout;"Marianas Trench";2011;0;0;2016-03-08;Pop,Rock
39059;"Me gustas tanto";"Paulina Rubio";2011;0;0;2013-01-23;Latin,Dance,Pop
36852;"Tout petit monde";"Jean-Jacques Goldman";1987;0;0;2015-09-21;"French pop"
23420;Lost;"Katy Perry";2009;0;0;2011-05-30;"Pop,Soft rock"
47743;"When The Night Comes Falling From The Sky";"The Jeff Healey Band";1989;0;0;2014-10-29;"Rock,TV & movie soundtrack"
37589;"Don't Ha Ha";"Casey Jones";1965;0;0;2011-07-30;"Rock 'n Roll,Rock"
48465;"I Wish You Would";"Taylor Swift";2014;0;0;2015-04-01;Pop,Electro
40295;"Lovesick Blues";"LeAnn Rimes";1999;0;0;2012-05-14;Country
19201;"Sunset Boulevard";"Sunset Boulevard";1992;0;0;2013-11-30;Musical
22201;Inspiratie;"Mathilde Santing";1998;0;0;2012-01-23;"Soft rock"
24607;Swing;"Trace Adkins";2006;0;0;2011-05-31;Country
42503;"Smack My Bitch Up";"The Prodigy";1997;0;1;2013-01-21;Electro,Alternative,Rock
48080;"Life Support";"Sam Smith";2014;0;0;2014-12-10;Pop,R&B,Electro
8692;Destiny;"Jim Brickman";1999;1;0;2011-05-31;Love,Pop,Duet
41349;"Le blues de toi";Shy'm;2006;0;0;2013-06-06;"French pop,R&B"
41527;"Walk Like A Man";"Grand Funk Railroad";1973;0;0;2013-06-07;Rock,Hard/Metal
30437;"Can't Be Tamed";"Miley Cyrus";2010;0;0;2011-05-31;Pop,Electro
25367;"All In The Suit That You Wear";"Stone Temple Pilots";2003;0;0;2011-11-09;Rock
39043;"Fight For You";"Jason Derülo";2011;0;0;2012-12-08;Pop,R&B
36867;Gasoline;"Britney Spears";2011;0;0;2011-06-08;Pop,Dance
45860;"Sexxx Dreams";"Lady Gaga";2013;1;1;2014-01-11;80s,Pop,Electro,Duet
49938;"Jingle Bells";"Diana Krall";2005;0;0;2015-10-19;Christmas,Jazz
31876;Sonnet;"The Verve";1998;0;0;2011-07-16;Rock
36614;"Leavin' On A Jet Plane";"Children's Chorus";1969;0;0;2011-12-18;Kids
14826;"Through The Iris";"10 Years";2005;0;0;2015-09-28;Hard/Metal,Alternative
22368;Inalcanzable;RBD;2007;0;0;2016-03-31;"Pop,Soft rock"
29905;Photographs;Rihanna;2009;0;0;2011-05-30;Pop,R&B
22370;Quiero;"Ricardo Arjona";2007;0;0;0000-00-00;"Soft rock"
40657;"Express Yourself";Labrinth;2012;0;0;2012-06-07;Pop,Electro
43530;"Et c'est comme si";"Julie Piétri";1982;0;0;2016-06-05;"French pop,80s"
34892;"Ma vie c'est un manège";Nicoletta;1970;0;0;2011-06-28;"French pop"
35753;"Le Bagad de Lann-Bihoué";"Nolwenn Leroy";2010;0;0;2011-05-31;"French pop,Celtic"
13930;"See The Lights";"Simple Minds";1991;0;0;2013-01-14;Pop,Rock
30106;"Le patineur";"Julien Clerc";1972;0;0;2014-07-28;"French pop"
34384;"Never Make A Promise";"Dru Hill";1997;0;0;2011-05-31;Soul
39506;"Zeg me";"Willem Barth";2012;0;0;2012-05-11;Pop,Latin
40938;"Still Unbroken";"Lynyrd Skynyrd";2009;0;0;2012-07-26;Country,Rock
17396;"Parla con me";"Eros Ramazzotti";2009;0;0;2014-10-07;"Soft rock"
5216;Jump;"Girls Aloud";2003;0;0;2011-10-20;"Teen pop,Dance"
35635;"Haunted (Acoustic)";"Taylor Swift";2010;0;0;2011-11-16;"Soft rock,Pop"
21152;"Ay Mamá";Chayanne;2001;0;0;2011-05-31;Pop,Latin
39106;"Twist & Crawl";"The English Beat";1980;0;0;2012-01-05;Ska,Alternative,Rock
45822;Diana;"One Direction";2013;0;0;2014-01-28;"Teen pop,Pop,Rock"
32177;"War Machine";AC/DC;2008;0;0;2011-05-30;Rock,Hard/Metal
39675;"Slow Ride (45 edit)";Foghat;1975;0;0;2013-07-26;Hard/Metal,Rock,Blues
30706;"Here We Go";Trina;2006;0;0;2013-12-07;R&B
25435;"Song Of The Island";"Andy Williams";1959;0;0;2011-05-31;Love,Oldies,Pop
48126;"December Prayer";"Idina Menzel";2014;0;0;2014-12-10;Christmas,Pop
36793;"Going Up";"Infant Sorrow";2010;0;0;2012-01-30;"Rock,TV & movie soundtrack,Alternative"
31993;"Piece Of My Heart";"Tara Kemp";1990;0;0;2013-12-07;Pop
38665;"La complainte de Sally";"L'Étrange Noël de Monsieur Jack";1993;0;0;2013-05-08;"TV & movie soundtrack,Christmas,Musical"
26611;"Last Christmas";Cascada;2007;0;0;2011-11-28;Christmas,Dance
17835;"Touch My Body";"Mariah Carey";2008;0;0;2011-05-31;Pop,R&B
46796;Sammy;"Ramses Shaffy";1966;0;0;2014-08-11;Schlager
46961;"Nos mains (Live 2002)";"Jean-Jacques Goldman";2002;0;0;2015-10-09;"French pop"
31013;Flex;"Mad Cobra";1992;0;0;2011-05-31;Reggae,Soul
31962;Crash;"The Primitives";1988;0;1;2015-04-24;Rock,Alternative
5674;"Lovin' All Night";"Patty Loveless";2003;0;0;2011-12-26;Country
48329;Forthenight;"Musiq Soulchild";2003;0;0;2015-02-20;R&B,Soul
50407;"Bend It!";"Dave Dee, Dozy, Beaky, Mick & Tich";1966;0;0;2016-02-01;Pop,Rock
35670;"Please Don't Go";"Mike Posner";2010;0;0;2011-05-31;Pop,Electro
41924;"Ne rentre pas ce soir";"Crazy Horse";1973;0;0;2016-06-05;"French pop,Oldies"
5845;"How Far";"Martina McBride";2003;0;0;2011-10-20;Country
34315;"Christmas Medley: Winter Wonderland / Silver Bells / White Christmas";"The Carpenters";1978;0;0;2011-05-31;Christmas,Oldies
32710;"Labelled With Love";Squeeze;1981;0;0;2015-02-20;"Pop,Soft rock"
33968;"Lone Star Blues";"Delbert McClinton";2002;0;0;2011-10-20;Country
29547;"My Happiness";Powderfinger;2001;0;0;2011-10-19;Pop,Rock
29315;"I'm Walking Behind You";"Eddie Fisher";1953;0;0;2011-05-30;Jazz
41212;"Spectrum (Remix)";"Florence + The Machine";2012;0;0;2014-01-17;Pop,Dance
32736;Saltwater;"Julian Lennon";1991;0;0;2012-10-19;"Soft rock"
21186;"Ask Me Why";"The Beatles";1963;0;0;2011-05-30;"Rock 'n Roll,Oldies"
37957;Sing!;Glee;2010;1;0;2012-04-24;"Musical,Duet,TV & movie soundtrack"
5597;"Big Time";"Big & Rich";2004;0;0;2012-06-13;Country
13623;"Hot Stuff (Let's Dance)";"Craig David";2007;0;0;2011-05-31;R&B,Pop
27431;"Juke Box Polka";"Polka Forever";2001;0;0;2012-06-07;Traditionnal,Oldies
11728;"Here (In Your Arms)";Hellogoodbye;2006;0;0;2011-11-01;Electro,Pop
34810;"Heart and Soul";"Camp Rock";2010;0;0;2015-03-27;"Teen pop,Rock,TV & movie soundtrack"
26191;"Funny Way Of Laughin'";"Burl Ives";1962;0;0;2011-12-10;Pop,Oldies
37556;"Waiting For You";Seal;2004;0;0;2013-07-03;Pop,Soul
33970;"Murder Incorporated";"Bruce Springsteen";1995;0;0;2011-11-09;Rock
47733;Freestyle;"Lady Antebellum";2014;0;0;2014-10-28;Country
19916;"Whatever It Takes";Lifehouse;2007;0;0;2011-05-30;Pop,Rock
42004;"I Got A Girl";"Lou Bega";1999;0;0;2012-10-31;Pop,Latin,Dance
5561;"She's Not Just A Pretty Face";"Shania Twain";2002;0;0;0000-00-00;Pop,Rock,Country
42534;"Music Sounds Better With You";"Stardust (band)";1998;0;0;2013-01-10;Dance,Electro,Disco
45030;"Everybody's Got Somebody But Me";"Hunter Hayes";2011;0;0;2013-10-22;Country
18567;"Do You Wanna Dance";"Bobby Freeman";1958;0;0;2012-07-12;"Rock 'n Roll,Oldies"
6572;"The Little Drummer Boy";"Andy Williams";1963;0;0;2014-09-22;Christmas
21814;"Daa-da Daa-da";"Sammy Babitzin";1972;0;0;2012-03-31;Ska,Pop
33709;"Any Which Way";"Scissor Sisters";2010;0;0;2011-05-31;Pop,Disco
27193;Willkommen;Rosenstolz;2004;0;0;2011-10-23;Rock,Pop
11059;"L'enfant aux cheveux gris";"Lynda Lemay";2002;0;0;2011-09-19;"French pop"
43855;"La philosophie";"Georges Moustaki";1975;0;0;2013-07-30;"French pop"
29949;"On The Coast Of Somewhere Beautiful";"Kenny Chesney";2002;0;0;2011-11-16;Country
27296;"It's The Same Old Song";"Rod Stewart";2009;0;0;2011-05-30;Pop,Soul
27151;"Blah Blah Blah";Kesha;2009;0;0;2011-05-30;Dance,R&B,Electro
29349;Ghosts;"Michael Jackson";1997;0;0;2011-05-30;Pop,R&B
43737;"Ich fange nie mehr was an einem sonntag an";"Diana Sorbello";2006;0;0;2013-07-30;Schlager
43334;"Per fare a meno di te";Giorgia;2008;0;0;2013-07-01;Soul,Pop
37879;Shine;"Laura Izibor";2009;0;0;2013-07-25;Soul,Pop
18542;"Pretty Paper";"Kenny Chesney";2003;0;0;2011-11-19;Christmas,Blues,Country
47669;"Don't Look Now (It Ain't You Or Me)";"Creedence Clearwater Revival";1969;0;0;2014-10-04;Rock,Folk,Country
39261;"No Light, No Light";"Florence + The Machine";2011;0;0;2012-02-22;Alternative,Rock
37655;"Only Girl (In The World)";"Boyce Avenue";2010;0;0;2011-08-23;Pop,Folk
40917;"Spread Too Thin";"The Dirty Heads";2012;0;0;2012-07-24;Reggae,Rock
46248;"White Walls";"Macklemore & Ryan Lewis";2013;0;1;2014-02-13;Rap
40434;"Night Of Your Life";"David Guetta";2011;0;0;2012-05-14;Dance,Pop,Electro
39379;"This World Today Is A Mess";"Chimène Badi";2011;0;0;2012-02-07;Soul,Pop
27443;"My Melody Of Love";"Polka Forever";1974;0;0;2013-07-25;Traditionnal,Oldies
46452;"Ready For Your Love";"Gorgon City";2014;0;0;2014-04-30;Dance,Electro
35865;"Deux étrangers (Live Tour Eiffel 2000)";"Johnny Hallyday";2000;0;0;2011-11-09;"French pop"
29519;Greed;Godsmack;2001;0;0;2012-11-08;Hard/Metal,Rock
31183;"This Lil' Game We Play";Subway;1994;0;0;2013-12-04;R&B
39150;"Hold Back The Rain";"Duran Duran";1982;0;0;2012-02-03;80s,Alternative,Rock
10208;Muscles;"Diana Ross";1981;0;0;2011-10-14;Pop
41950;Suburbia;"Pet Shop Boys";1986;0;0;2012-10-20;80s
29107;"Sing Along";"Blue Man Group";2003;0;0;2012-04-17;Alternative,Rock
30830;"TV Dinners";"ZZ Top";1983;0;0;2012-01-18;Hard/Metal,Blues,Rock
38358;"Mijn woord";"Thomas Berge";2011;0;0;2016-06-04;Pop
7998;Tragedy;"Marc Anthony";2002;0;0;2013-12-04;Pop,Latin
7688;"There Will Come A Day";"Faith Hill";1999;0;0;2011-05-31;Country,Christian
36023;"Bless You";"Tony Orlando And Dawn";1961;0;0;2011-05-31;Pop,Love
32767;"Tin Soldier";"Small Faces";1967;0;0;2015-10-14;Rock
36554;"Babylone tu déconnes";"Bill Deraime";1981;0;0;2012-05-08;"French pop"
40096;"Anywhere In The World";"Mark Ronson";2012;0;0;2016-02-25;Pop
44498;Spooky;"The Puppini Sisters";2007;0;0;2013-08-02;Jazz,Oldies
25493;"Do, Do, Do";"1920s Standards";1926;0;0;2011-05-30;Oldies
32787;"Rebirth Of Slick (Cool Like Dat)";"Digable Planets";1992;0;0;2013-11-20;Rap
36412;Champion;Chipmunk;2011;0;0;2016-02-25;Rap
32946;"Calling Me";"Charlie Winston";2008;0;0;2011-06-28;Folk
27609;"Don't It Make My Brown Eyes Blue";"Laura Fygi";1991;0;0;2011-05-30;Jazz
37502;"Brown Eyes";"Destiny's Child";2001;0;0;2012-01-22;R&B,Pop
35264;"Can't Back Down";"Camp Rock";2010;0;0;0000-00-00;"TV & movie soundtrack,Rock"
35997;"Just Can't Get Enough";"Black Eyed Peas";2010;0;0;2011-05-30;R&B,Pop
35785;"High Road Easy";"Sass Jordan";1994;0;0;2011-12-26;Rock
27423;"I Remember You";"Helen Forrest";1941;0;0;2012-02-22;Oldies
21684;Kif'n'dir;Zaho;2008;0;0;0000-00-00;R&B
36055;"Frankie et Johnny";"Johnny Hallyday";1964;0;0;2012-02-07;"French pop,Rock 'n Roll"
40570;"Another Op'nin', Another Show";Smash;2012;0;0;2012-08-11;"TV & movie soundtrack,Musical,Pop"
6116;"Set The Night To Music";"Roberta Flack";1991;1;0;2012-01-25;"Duet,Soul,Soft rock"
5565;"A Place To Crash";"Robbie Williams";2005;0;0;2013-11-28;Pop,Rock
46996;"Come Get It Bae";"Pharrell Williams";2014;0;0;2014-06-24;Funk,R&B
30868;"I Heard A Rumour";Bananarama;1987;0;0;2012-03-05;80s,Pop
12266;"Party Like A Rock Star";"Shop Boyz";2007;0;1;2012-02-09;Rap,R&B
39789;"Als ich fortging";"Dirk Michaelis";1987;0;0;2016-06-05;Pop,Classical
36495;"Talk To Me";"Stephen Lynch";2003;0;0;2012-05-02;Humour
42895;"Dan ben ik weer thuis";"Stef Ekkel";2012;0;0;2013-03-25;Schlager
14488;"Believe Again";"Delta Goodrem";2007;0;0;2013-03-26;"Pop,Soft rock"
30234;"Deine blauen Augen";Christoff;2009;0;0;2012-01-16;Schlager
27171;"Rockstar 101";Rihanna;2009;0;0;2011-05-30;R&B,Pop
13078;"Down The Line";"José González";2007;0;0;2012-03-22;Folk
25677;"I'm A Nut";"Children's Chorus";2005;0;0;2011-05-31;Kids
16251;Wordplay;"Jason Mraz";2005;0;0;2013-07-01;Pop,Rock
35289;"Cold Hearted";"Zac Brown Band";2010;0;0;2011-05-31;Country
28709;"Them There Eyes";"Ella Fitzgerald";1950;0;0;2013-06-07;Jazz,Oldies
32539;"(You're So Square) Baby I Don't Care";"Buddy Holly";1958;0;0;2016-02-03;"Rock 'n Roll,Oldies"
30159;"Ever Fallen in Love (With Someone You Shouldn't've)";Noisettes;2010;0;0;2011-05-31;Electro,Pop
13741;"J'veux un mec";"Adrienne Pauly";2006;0;0;2012-05-10;"French pop"
41034;"I Luv It (Clean)";"Young Jeezy";2006;0;0;2014-11-27;Rap,R&B
25608;"One Bud Wiser";"Gretchen Wilson";2005;0;0;2011-05-31;Country
37018;"Down On Me";Jeremih;2010;0;0;2016-02-25;R&B,Rap
25110;12:51;"The Strokes";2003;0;0;2011-07-09;Rock,Pop,Alternative
36264;"Move This (Shake That Body)";Technotronic;1991;0;0;2012-01-31;Dance
29481;"Be True To Your School";"The Beach Boys";1963;0;0;2011-05-30;Pop,Rock
12081;"Somerset Maugham";"Alain Souchon";1995;0;0;2014-03-13;"French pop"
37784;"Welcome Christmas";Glee;2010;0;0;2011-12-20;"Christmas,TV & movie soundtrack"
49077;Joy;"Alain Chamfort";2015;0;0;2015-06-08;"French pop,80s"
27671;"Everything To Me";Monica;2010;0;0;2011-05-30;"Soft rock"
49500;"Good Guys";Mika;2015;0;0;2015-08-10;Pop
44564;Bounce;"Iggy Azalea";2013;0;0;2016-02-25;Electro,Dance,Rap
36744;"When I Get You Alone";Glee;2011;0;0;2011-08-06;"TV & movie soundtrack,Pop"
27251;"Mama, You've Got A Daughter";"John Lee Hooker";1958;0;0;2012-03-14;Blues,Rock
34408;"Thinking Of You";"Tony! Toni! Toné!";1997;0;0;2011-09-23;Soul
32805;"We Didn't Know";"Whitney Houston";1991;1;0;2012-02-13;Pop,Duet
13261;"Two Of Hearts";"Stacey Q";1986;0;0;2016-02-25;Pop,Dance
27410;"Do The Reggay";"Toots & The Maytals";1968;0;0;2011-05-30;Reggae
24559;"On The Line";NSYNC;2001;0;0;2013-12-07;"TV & movie soundtrack,Teen pop,Pop,Musical"
23735;"Always The Love Songs";"Eli Young Band";2008;0;0;2011-05-31;Country
32039;XXXO;M.I.A.;2010;0;0;2016-03-15;Electro,Pop,Alternative
27084;"Todo a pulmón";"Alejandro Lerner";1983;0;0;2013-08-26;"Soft rock"
35073;"Did You Ever Think";"R. Kelly";1999;0;0;2013-11-19;R&B
13170;"Dieu que l'amour est triste";"Daniel Balavoine";1982;0;0;2014-04-10;"French pop,80s"
20392;"Faut rigoler";"Henri Salvador";1960;0;0;2011-06-28;"French pop"
9647;"The Gift";"Jim Brickman";1997;1;0;2011-05-31;Country,Duet
26135;Love;Sugarland;2008;0;0;2011-05-31;"Soft rock,Country"
45328;Breathe;"The Prodigy";1996;0;0;2013-11-10;Alternative,Electro,Rock
36265;"Right Here Right Now";"Jesus Jones";1990;0;0;2011-12-04;Pop
27461;"Too Fat Polka";"Polka Forever";1947;0;0;2011-12-18;Oldies,Traditionnal
50079;"Rockin' Around the Christmas Tree";"Amy Grant";1992;0;0;2015-11-30;Christmas,Pop
13197;Disparue;"Jean-Pierre Mader";1984;0;0;2013-06-14;"French pop,80s"
21344;"Let Your Soul Be Your Pilot";Sting;1996;0;0;2014-10-15;"Pop,Soft rock"
26550;"Broken Heels";"Alexandra Burke";2009;0;0;2011-05-30;Pop,R&B
26804;"Me odio (Salsa Remix)";"Gloria Estefan";2007;0;0;2011-05-30;Latin,Pop
34917;"Heart Full Of Soul";"The Yardbirds";1965;0;0;2011-10-28;Rock
44311;"Shouldn't Come Back";"Demi Lovato";2013;0;0;2013-07-12;Pop
41478;"Advice For The Young At Heart";"Tears For Fears";1990;0;0;2012-09-16;Pop
43044;"Dromen zijn bedrog";"Het Feestteam";2010;0;0;2013-05-02;Schlager
39995;"Love Me";StooShe;2012;0;0;2016-02-25;R&B,Pop
24395;"Anyone Who Isn't Me Tonight";"Kenny Rogers";1978;0;0;2013-12-07;Country
37706;"On avance";"Alain Souchon";1983;0;0;2013-04-17;"French pop"
49557;"My Baby Just Care For Me";Smoma;2004;0;0;2015-08-31;Electro,Jazz
16451;"You're My Better Half";"Keith Urban";2004;0;0;2013-02-12;Country
46811;"Dans heel dicht bij mij (Cubaanse versie)";"Nick & Simon";2014;0;0;2015-02-13;Latin,Schlager
40297;"No Hurry";"Zac Brown Band";2012;0;0;2013-07-01;Country
25084;"Throw It In The Bag";Fabolous;2009;0;0;2014-03-16;Rap
29590;"You're So Fine";"The Falcons";1959;0;0;2011-05-30;Pop,Oldies
31778;"Bowie's In Space";"Flight of the Conchords";2005;0;0;2016-02-25;"TV & movie soundtrack,Humour"
33151;"Grazin' In the Grass";"The Friends of Distinction";1969;0;0;2011-05-30;Pop,Soul
43783;"You & Me";Disclosure;2013;0;0;2016-02-25;Electro
42776;"Dicey Reilly";"The Dubliners";1967;0;0;2016-02-25;Folk,Celtic
24364;"Where I'm From";"Jason Michael Carroll";2008;0;0;2011-05-30;"Country,Soft rock"
15811;"Falls On Me";Fuel;2003;0;0;2013-04-11;Rock
45824;"The Spark";Afrojack;2013;0;0;2016-02-25;Pop,Dance
41545;"Bom Bom";"Sam And The Womp";2012;0;0;2012-09-04;Pop,Dance
6292;"Little Miss Honky Tonk";"Brooks & Dunn";1994;0;0;2014-06-23;Country
21566;"Baby's In Black";"The Beatles";1964;0;0;2014-06-28;Rock,Folk
34621;"Everybody Jam";"Scatman John";1996;0;0;2012-03-28;Dance
33345;"Let's Live For Today";"The Grass Roots";1967;0;0;2011-05-31;Pop,Oldies
49788;"Instant Crush";"Natalie Imbruglia";2015;0;0;2015-11-04;"Pop,Soft rock,Rock"
26319;"Santa Baby";"Taylor Swift";2007;0;0;2011-11-28;Christmas,Country,Pop
22431;"Thank You";"Boyz II Men";1994;0;0;2011-05-31;"Teen pop,R&B"
12269;"Je deviens moi";"Grégory Lemarchal";2006;0;0;2011-11-09;"French pop"
22631;"Just Go";"Lionel Richie";2009;0;0;2013-02-22;Pop
36850;Sugarlumps;"Flight of the Conchords";2009;0;1;2012-01-17;"TV & movie soundtrack,Humour,Rap"
20250;"The Best Thing That I Had Goin'";"Brad Paisley";2003;0;0;2011-05-30;Country
10411;"Silver Bells";"Elvis Presley";1971;0;0;2014-11-27;Christmas,Oldies
17310;"Ding Dong Merrily On High";"Charlotte Church";2003;0;0;2011-11-19;Christmas,Classical
6201;"Then They Do";"Trace Adkins";2003;0;0;2011-12-18;Country
31633;Beth;Glee;2010;0;0;2011-05-31;"TV & movie soundtrack,Pop,Soft rock"
38385;"You And Me";Spargo;1980;0;0;2013-07-24;Disco
26929;"Brothers Of The Highway";"George Strait";2008;0;0;2011-05-31;Country
29911;Alive;Goldfrapp;2010;0;0;2011-07-07;Electro,Pop
24871;"God Gave Rock & Roll To You";Kiss;1991;0;0;2011-05-30;Rock
39151;"(Listen to The) Flower People";"Spinal Tap";1984;0;0;2012-01-10;"TV & movie soundtrack,Pop,Humour,Rock"
26819;"No Controles";"Patricia Manterola";2000;0;0;2013-07-22;Dance,Latin
29142;"Can't Repeat";"The Offspring";2005;0;0;2012-01-18;Punk/Grunge,Rock
50036;"All I Want For Christmas";"Cee Lo Green";2012;0;0;2015-11-04;Christmas,Soul,Funk,Pop
40820;"Feel The Love";Rudimental;2012;0;0;2012-06-17;Electro
24277;"If A Song Could Get Me You";"Marit Larsen";2009;0;0;2011-12-10;Pop,Folk
5500;"Sand In My Shoes";Dido;2003;0;0;2012-10-04;Pop
41119;"Sick Cycle Carousel";Lifehouse;2001;0;0;2013-07-24;Rock,Pop
26558;"Black Box";"Stan Walker";2009;0;0;2011-05-30;Pop,R&B
29968;Truth;Seether;2005;0;0;2012-03-05;Hard/Metal,Rock
25119;"Différente quand je chante";Maurane;1995;0;0;2016-06-05;"French pop"
43495;"Zullen we maar weer";"Doble R";1982;0;0;2013-06-07;Latin,Zouk/Creole
36815;"I Wanna Go";"Britney Spears";2011;0;0;2011-06-09;Dance,Pop
23961;"Boys Boys Boys";"Lady Gaga";2008;0;0;2011-05-30;Pop,Dance,Electro
21631;"Forever & Always";"Taylor Swift";2008;0;0;2012-02-02;Pop,Rock
21578;"Tell Me What You See";"The Beatles";1965;0;0;2013-12-06;Pop
